Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
American Samoa,ASM,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,1,1,0,24,1,10,55,25,19,12,21,17,22,..
American Samoa,ASM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.3202723256319,18.216595318335,18.3523279928059,0,448.883402536191,18.9114565603843,191.405876160398,1066.18074671422,491.081951756109,378.418211874365,241.152709953578,426.6124936516,351.661081461255,462.953220681383,..
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,1.53,3.05,6.89,7.64,10.5,..,11.3,13.5,26.8,37.6,48.9,70.9,70,78.5,81,81,82.7,84.4,86.1,87.9,89.7,91.6,..,90.7,93.2,93.9,94.5,95.4,..
Andorra,AND,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.9841,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.2708,..,..,..,..,..,..,..
Andorra,AND,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.7574,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.8521,..,..,..,..,..,..,..
Andorra,AND,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58,79,92,79,87,158,219,263,400,1557,751,884,1094,1182,..
Andorra,AND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,718.657844522093,1015.6460923338,1197.38657365229,1050.6157406176,1179.86899385654,2189.1539889711,3034.03942865851,3565.47320472324,5321.83816290147,20359.8608677459,9705.35021969501,11280.6901128069,13725.6131986701,14618.5811813595,..
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,0.000776,0.00567,0.0185,0.072,0.105,0.136,0.27,0.371,0.465,1.14,1.5,1.7,1.9,2.3,2.8,4.7,7.7,13,21.4,22,23.2,26,29,32.1,36.6,39.4,42.1,44.8,..
Angola,AGO,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.1973,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.3886,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,45,80,119,160,227,240,322,345,469,660,904,1302,1478,..
Angola,AGO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.28783968113089,1.85809505122396,3.17745355218256,4.54795261874169,5.89084940857161,8.06170993910817,8.22394628118289,10.6499657563912,11.023366181367,14.4862036978923,19.7302740008918,26.1782917153033,36.5370826553838,40.2177899448233,..
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,2.2,2.86,3.48,4.07,5.3,6.48,8.9,12.5,17.2,24.3,27,30,34,38,42,47,52,58,63.4,67.8,70,71,72,73,74,75,76.1,77.2,77.6,..
Antigua and Barbuda,ATG,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,73,47,65,72,65,76,85,81,87,122,74,77,75,..
Antigua and Barbuda,ATG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,703.23488045007,845.572904600843,538.620215448086,738.099563953488,811.130513152707,726.996163697167,844.735408863053,939.558739001636,890.834304819304,952.235015980036,1328.31043268079,801.308081300285,829.383886255924,803.720690985469,..
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0.00299,0.0295,0.0437,0.0863,0.142,0.28,0.831,3.28,7.04,9.78,10.9,11.9,16,17.7,20.9,25.9,28.1,34,45,51,55.8,59.9,64.7,68,71,74.3,77.7,79.9,85.5,87.2,88.4,89.2,..
Argentina,ARG,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.115,73.492,..,..,..,86.5182,88.08,89.03,..
Argentina,ARG,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.9057,75.1706,..,..,..,87.8221,88.69,89.44,..
Argentina,ARG,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1028,1404,2643,3117,3837,5317,32040,71731,83320,135647,167248,231834,240087,248239,..
Argentina,ARG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.8978570259452,33.6443276957518,62.6871943865859,73.19916148564,89.1826345303307,122.294512787585,729.835343087417,1619.6159696379,1865.86541646219,3016.15630461206,3700.83487186273,5116.36127962748,5287.33940240888,5451.20150353984,..
Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,0.00912,0.0527,0.0946,0.112,0.129,0.971,1.3,1.63,1.96,4.58,4.9,5.25,5.63,6.02,6.21,15.3,25,32,37.5,41.9,54.6,59.1,64.3,64.7,68.2,66.5,76.5,78.6,77,80,..
Armenia,ARM,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.3467,52.9817,57.7535,63.3685,63.4366,66.9034,67.2269,78.0911,81.4003,79.3062,..,..
Armenia,ARM,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.8084,56.6033,60.7493,65.5478,66.3128,69.8878,65.7869,74.7778,75.4686,74.4122,..,..
Armenia,ARM,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,54,87,158,182,224,557,799,989,1416,1741,2112,2560,3489,..
Armenia,ARM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.85286389910667,17.8341424749827,28.7688899176615,52.2832561217737,60.3888778286549,74.5523530586434,186.144437389299,268.174800295361,333.108790838666,477.974683544304,587.877764646294,712.95952469365,862.185100363734,1166.53850011702,..
Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,2.77,..,..,4.51,15.4,17.1,18.8,20.8,23,25.4,28,30.9,52,58,62,69,74,78.9,83.8,88.7,93.5,97.2,..,..,..,..,..,..,..
Aruba,ABW,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,13,26,44,59,79,123,103,122,149,169,177,174,150,..
Aruba,ABW,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.3756554527779,126.716768527454,249.73585630583,416.370948663355,552.398251050961,732.118695901989,1131.2737406532,947.257092932359,1120.21155470672,1364.43138009029,1556.3557331909,1643.45403899721,1621.47050601062,1397.18141935003,..
Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.585,1.1,1.77,1.97,2.23,2.76,3.28,16.4,30.8,40.8,46.8,52.7,..,..,..,63,66,69.5,71.7,74.3,76,79.5,79,83.5,84,84.6,86.5,86.5,90,93.6,94.7,97,97,97.1,..
Australia,AUS,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.0242,70.9431,73.397,..,78.4037,..,82.7891,..,84.8809,..,86.1214,..,..,..,..,..,..,..
Australia,AUS,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.9132,72.4306,75.1228,..,80.6025,..,84.1358,..,84.1635,..,87.0186,..,..,..,..,..,..,..
Australia,AUS,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30906,48509,72472,81067,92461,108937,237318,530042,822020,931399,1022449,1193898,1255844,1268103,..
Australia,AUS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1402.79369546223,2171.39426528817,3187.89942492269,3505.12572806905,3938.58564985066,4574.11080242501,9810.21505311893,21552.9166755447,32929.1953798659,36763.583850941,39862.7281392421,46481.5592601746,48274.9572650131,47567.6309507787,..
Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.13,0.259,0.643,0.765,1.39,1.89,6.91,9.53,15.4,23,33.7,39.2,36.6,42.7,54.3,58,63.6,69.4,72.9,73.5,75.2,78.7,80,80.6,81,83.9,84.3,87.9,87.5,87.8,87.5,92.5,93.6,95.3,94.9
Austria,AUT,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.8275,37.2975,48.4245,53.2301,58.438,63.8696,66.8735,68.2552,70.7405,73.77,76.0357,76.9633,77.1892,79.688,80.7314,85.1644,85.4365,85.2665,85.8744,90.8633,92.862,94.1659,..
Austria,AUT,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.4064,48.3266,60.2508,62.7866,68.8586,74.9698,78.9809,78.7504,79.6892,83.81,84.1106,84.3499,84.8797,88.2664,87.9621,90.7346,89.5495,90.2768,89.2079,94.2078,94.3753,96.5136,..
Austria,AUT,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5772,8966,13601,15751,20044,26636,38878,65381,147681,233527,301414,356219,357555,386100,..
Austria,AUT,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,690.149608939135,1068.4439268925,1613.40623020831,1857.46801554702,2345.32706103046,3081.90763093797,4449.98024418463,7431.71463561626,16705.0109377038,26298.32250741,33802.6911703487,39775.2427840872,39544.447259748,42281.0014410145,..
Azerbaijan,AZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,0.00143,0.00206,0.00635,0.0252,0.0375,0.0992,0.148,0.306,5,..,..,8.03,12,14.5,17.1,27.4,46,50,54.2,73,75,77,78.2,79,79.8,81.1,84.6,86,88,89,..
Azerbaijan,AZE,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6256,22.9588,36.5468,..,..,..,71.6909,73.1986,74.7054,74.9751,75.8247,78.0301,82.1961,83.636,84.4045,..,..
Azerbaijan,AZE,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.6437,32.0129,55.6253,..,..,..,78.3384,80.8285,81.7143,83.1188,83.8583,84.2268,87.0459,88.4006,91.6778,..,..
Azerbaijan,AZE,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,45,100,158,219,321,994,2557,3274,3697,3021,4226,5523,5582,..
